from_id,to_id,distance,walk_time,status
P0327,P0328,864,87,open
P0328,P0329,915,41,open
P0329,P0330,564,47,open
P0330,P0331,880,22,open
P0331,P0332,675,53,open
P0332,P0333,855,3,open
P0333,P0334,854,76,open
P0334,P0335,5,28,open
P0335,P0336,827,70,open
P0336,P0337,725,44,open
P0337,P0338,614,80,open
P0338,P0339,458,89,open
P0339,P0340,698,4,open
P0340,P0341,983,53,open
P0341,P0342,335,13,open
P0342,P0343,421,34,open
P0343,P0344,699,56,open
P0344,P0345,140,97,open
P0345,P0346,407,11,open
P0346,P0347,422,98,open
P0347,P0348,130,70,open
P0348,P0349,160,66,open
P0349,P0350,921,75,open
P0350,P0351,83,19,open
P0351,P0352,567,63,open
P0352,P0353,163,24,open
P0353,P0354,230,60,open
P0354,P0355,506,60,open
P0355,P0356,270,48,open
P0356,P0357,484,46,open
P0357,P0358,998,69,open
P0358,P0359,706,84,open
P0359,P0360,167,6,open
P0360,P0361,961,24,open
P0361,P0362,598,9,open
P0362,P0363,656,43,open
P0363,P0364,211,38,open
P0364,P0365,236,97,open
P0365,P0366,110,19,open
P0366,P0367,142,59,open
P0367,P0368,474,98,open
P0368,P0369,224,45,open
P0369,P0370,631,99,open
P0370,P0371,266,58,open
P0371,P0372,2,68,open
P0372,P0373,920,70,open
P0373,P0374,354,16,open
P0374,P0375,170,79,open
P0375,P0376,212,36,open
P0376,P0377,550,85,open
P0377,P0378,276,55,open
P0378,P0379,6,89,open
P0379,P0380,181,85,open
P0380,P0381,802,11,open
P0381,P0382,562,56,open
P0382,P0383,591,46,open
P0383,P0384,323,96,open
P0384,P0385,389,86,open
P0385,P0386,5,54,open
P0386,P0387,688,90,open
P0387,P0388,137,90,open
P0388,P0389,879,83,open
P0389,P0390,277,96,open
P0390,P0391,86,67,open
P0391,P0392,331,77,open
P0392,P0393,339,76,open
P0393,P0394,951,71,open
P0394,P0395,324,18,open
P0395,P0396,300,81,open
P0396,P0397,114,7,open
P0397,P0398,434,88,open
P0398,P0399,457,96,open
P0399,P0400,937,58,open
P0400,P0401,865,71,open
P0401,P0402,687,88,open
P0402,P0403,595,84,open
P0403,P0404,313,87,open
P0404,P0405,950,56,open
P0405,P0406,869,21,open
P0406,P0407,896,80,open
P0407,P0408,417,92,open
P0408,P0409,487,53,open
P0409,P0410,153,23,open
P0410,P0411,622,33,open
P0411,P0412,420,91,open
P0412,P0413,489,62,open
P0413,P0414,761,95,open
P0414,P0415,113,76,open
P0415,P0416,687,33,open
P0416,P0417,380,47,open
P0417,P0418,202,58,open
P0418,P0419,639,40,open
P0419,P0420,523,61,open
P0420,P0421,124,90,open
P0421,P0422,328,35,open
P0422,P0423,723,59,open
P0423,P0424,978,21,open
P0424,P0425,25,34,open
P0425,P0426,526,61,open
P0426,P0427,162,97,open
P0427,P0428,485,80,open
P0428,P0429,82,7,open
P0429,P0430,690,45,open
P0430,P0431,746,99,open
P0431,P0432,901,99,open
P0432,P0433,752,66,open
P0433,P0434,885,69,open
P0434,P0435,524,22,open
P0435,P0436,725,71,open
P0436,P0437,92,97,open
P0437,P0438,220,59,open
P0438,P0439,139,88,open
P0439,P0440,252,80,open
P0440,P0441,361,82,open
P0441,P0442,248,80,open
P0442,P0443,201,50,open
P0443,P0444,934,98,open
P0444,P0445,292,64,open
P0445,P0446,475,75,open
P0446,P0447,655,54,open
P0447,P0448,722,88,open
P0448,P0449,902,99,open
P0449,P0450,20,97,open
P0450,P0451,567,31,open
P0451,P0452,775,97,open
P0452,P0453,713,86,open
P0453,P0454,678,60,open
P0454,P0455,850,51,open
P0455,P0456,967,1,open
P0456,P0457,547,1,open
P0457,P0458,543,13,open
P0458,P0459,685,18,open
P0459,P0460,34,82,open
P0460,P0461,104,52,open
P0461,P0462,262,87,open
P0462,P0463,625,41,open
P0463,P0464,744,53,open
P0464,P0465,979,78,open
P0465,P0466,373,69,open
P0466,P0467,753,98,open
P0467,P0468,584,99,open
P0468,P0469,67,42,open
P0469,P0470,737,24,open
P0470,P0471,226,35,open
P0471,P0472,448,41,open
P0472,P0473,153,27,open
P0473,P0474,957,36,open
P0474,P0475,824,41,open
P0475,P0476,545,29,open
P0476,P0477,183,16,open
P0477,P0478,826,61,open
P0478,P0479,970,64,open
P0479,P0480,299,49,open
P0480,P0481,513,74,open
P0481,P0482,308,51,open
P0482,P0483,173,5,open
P0483,P0484,350,6,open
P0484,P0485,825,82,open
P0485,P0486,195,7,open
P0486,P0487,796,89,open
P0487,P0488,855,62,open
P0488,P0489,257,35,open
P0489,P0490,280,78,open
P0490,P0491,320,44,open
P0491,P0492,172,96,open
P0492,P0493,829,26,open
P0493,P0494,416,95,open
P0494,P0495,641,94,open
P0495,P0496,969,91,open
P0496,P0497,579,14,open
P0497,P0498,909,1,open
P0498,P0499,959,42,open
P0499,P0500,33,21,open
P0500,P0501,78,33,open
P0501,P0502,147,77,open
P0502,P0503,601,77,open
P0503,P0504,52,95,open
P0504,P0505,224,66,open
P0505,P0506,927,74,open
P0506,P0507,850,72,open
P0507,P0508,6,35,open
P0508,P0509,618,71,open
P0509,P0510,398,41,open
P0510,P0511,332,51,open
P0511,P0512,567,96,open
P0512,P0513,683,79,open
P0513,P0514,99,67,open
P0514,P0515,748,52,open
P0515,P0516,242,12,open
P0516,P0517,361,67,open
P0517,P0518,893,2,open
P0518,P0519,779,37,open
P0519,P0520,984,94,open
P0520,P0521,311,27,open
P0521,P0522,219,49,open
P0522,P0523,851,73,open
P0523,P0524,368,86,open
P0524,P0525,287,39,open
P0525,P0526,884,34,open
P0526,P0527,947,24,open
P0527,P0528,847,93,open
P0528,P0529,763,20,open
P0529,P0530,513,29,open
P0530,P0531,786,73,open
P0531,P0532,799,63,open
P0532,P0533,779,83,open
P0533,P0534,457,63,open
P0534,P0535,303,57,open
P0535,P0536,353,35,open
P0536,P0537,890,15,open
P0537,P0538,637,15,open
P0538,P0539,75,33,open
P0539,P0540,764,36,open
P0540,P0541,584,96,open
P0541,P0542,429,18,open
P0542,P0543,816,15,open
P0543,P0544,618,100,open
P0544,P0545,260,32,open
P0545,P0546,719,8,open
P0546,P0547,183,15,open
P0547,P0548,479,43,open
P0548,P0549,309,78,open
P0549,P0550,58,73,open
P0550,P0551,757,82,open
P0551,P0552,944,96,open
P0552,P0553,996,13,open
P0553,P0554,689,4,open
P0554,P0555,582,4,open
P0555,P0556,581,93,open
P0556,P0557,498,21,open
P0557,P0558,4,64,open
P0558,P0559,146,25,open
P0559,P0560,1,94,open
P0560,P0561,977,53,open
P0561,P0562,114,9,open
P0562,P0563,362,51,open
P0563,P0564,232,65,open
P0564,P0565,4,13,open
P0565,P0566,214,92,open
P0566,P0567,313,25,open
P0567,P0568,334,12,open
P0568,P0569,807,55,open
P0569,P0570,97,34,open
P0570,P0571,194,21,open
P0571,P0572,483,72,open
P0572,P0573,185,79,open
P0573,P0574,490,6,open
P0574,P0575,926,66,open
P0575,P0576,133,97,open
P0576,P0577,211,31,open
P0577,P0578,653,32,open
P0578,P0579,533,52,open
P0579,P0580,181,12,open
P0580,P0581,809,20,open
P0581,P0582,283,49,open
P0582,P0583,724,42,open
P0583,P0584,724,73,open
P0584,P0585,231,100,open
P0585,P0586,994,30,open
P0586,P0587,789,86,open
P0587,P0588,468,93,open
P0588,P0589,807,92,open
P0589,P0590,762,80,open
P0590,P0591,364,87,open
P0591,P0592,751,21,open
P0592,P0593,838,57,open
P0593,P0594,693,91,open
P0594,P0595,832,26,open
P0595,P0596,37,5,open
P0596,P0597,857,29,open
P0597,P0598,281,59,open
P0598,P0599,262,15,open
P0599,P0600,803,47,open
P0600,P0601,603,71,open
P0601,P0602,933,11,open
P0602,P0603,866,45,open
P0603,P0604,485,25,open
P0604,P0605,146,61,open
P0605,P0606,160,14,open
P0606,P0607,26,58,open
P0607,P0608,564,54,open
P0608,P0609,906,57,open
P0609,P0610,488,98,open
P0610,P0611,521,29,open
P0611,P0612,313,14,open
P0612,P0613,529,11,open
P0613,P0614,872,16,open
P0614,P0615,132,12,open
P0615,P0616,523,19,open
P0616,P0617,892,59,open
P0617,P0618,96,59,open
P0618,P0619,419,79,open
P0619,P0620,922,50,open
P0620,P0621,433,8,open
P0621,P0622,478,84,open
P0622,P0623,711,45,open
P0623,P0624,130,55,open
P0624,P0625,427,56,open
P0625,P0626,579,59,open
P0626,P0627,946,40,open
P0627,P0628,957,46,open
P0628,P0629,368,26,open
P0629,P0630,27,99,open
P0630,P0631,604,43,open
P0631,P0632,513,70,open
P0632,P0633,688,94,open
P0633,P0634,473,53,open
P0634,P0635,658,9,open
P0635,P0636,45,37,open
P0636,P0637,271,8,open
P0637,P0638,786,41,open
P0638,P0639,219,59,open
P0639,P0640,616,46,open
P0640,P0641,51,40,open
P0641,P0642,201,16,open
P0642,P0643,369,71,open
P0643,P0644,461,27,open
P0644,P0645,164,79,open
P0645,P0646,429,72,open
P0646,P0647,249,64,open
P0647,P0648,459,62,open
P0648,P0649,718,8,open
P0649,P0650,674,33,open
P0650,P0651,772,33,open
P0651,P0652,707,19,open
P0652,P0653,400,1,open
P0653,P0654,552,80,open
P0654,P0655,970,99,open
P0655,P0656,397,47,open
P0656,P0657,250,93,open
P0657,P0658,600,52,open
P0658,P0659,923,8,open
P0659,P0660,155,54,open
P0660,P0661,382,6,open
P0661,P0662,669,82,open
P0662,P0663,339,40,open
P0663,P0664,281,39,open
P0664,P0665,952,70,open
P0665,P0666,888,36,open
P0666,P0667,232,16,open
P0667,P0668,650,87,open
P0668,P0669,168,89,open
P0669,P0670,645,17,open
P0670,P0671,212,53,open
P0671,P0672,622,88,open
P0672,P0673,982,76,open
P0673,P0674,675,100,open
P0674,P0675,710,41,open
P0675,P0676,268,49,open
P0676,P0677,311,28,open
P0677,P0678,784,46,open
P0678,P0679,860,25,open
P0679,P0680,114,84,open
P0680,P0681,177,19,open
P0681,P0682,102,31,open
P0682,P0683,653,14,open
P0683,P0684,484,88,open
P0684,P0685,369,34,open
P0685,P0686,307,58,open
P0686,P0687,378,4,open
P0687,P0688,577,93,open
P0688,P0689,977,85,open
P0689,P0690,775,95,open
P0690,P0691,77,62,open
P0691,P0692,745,56,open
P0692,P0693,339,69,open
P0693,P0694,134,23,open
P0694,P0695,611,41,open
P0695,P0696,225,48,open
P0696,P0697,857,51,open
P0697,P0698,343,67,open
P0698,P0699,344,52,open
P0699,P0700,151,76,open
P0700,P0701,180,92,open
P0701,P0702,138,87,open
P0702,P0703,936,43,open
P0703,P0704,853,16,open
P0704,P0705,832,28,open
P0705,P0706,313,4,open
P0706,P0707,595,23,open
P0707,P0708,517,29,open
P0708,P0709,409,46,open
P0709,P0710,680,87,open
P0710,P0711,227,22,open
P0711,P0712,218,14,open
P0712,P0713,504,57,open
P0713,P0714,325,4,open
P0714,P0715,425,25,open
P0715,P0716,798,2,open
P0716,P0717,959,12,open
P0717,P0718,578,92,open
P0718,P0719,633,47,open
P0719,P0720,687,29,open
P0720,P0721,412,6,open
P0721,P0722,984,29,open
P0722,P0723,240,76,open
P0723,P0724,405,59,open
P0724,P0725,915,91,open
P0725,P0726,681,44,open
P0726,P0727,601,27,open
P0727,P0728,242,94,open
P0728,P0729,127,10,open
P0729,P0730,902,84,open
P0730,P0731,490,70,open
P0731,P0732,473,24,open
P0732,P0733,125,2,open
P0733,P0734,605,48,open
P0734,P0735,538,28,open
P0735,P0736,911,10,open
P0736,P0737,537,68,open
P0737,P0738,914,44,open
P0738,P0739,665,79,open
P0739,P0740,679,32,open
P0740,P0741,362,22,open
P0741,P0742,972,2,open
P0742,P0743,796,2,open
P0743,P0744,599,55,open
P0744,P0745,576,84,open
P0745,P0746,749,94,open
P0746,P0747,860,23,open
P0747,P0748,202,82,open
P0748,P0749,519,15,open
P0749,P0750,855,68,open
P0750,P0751,288,62,open
P0751,P0752,3,6,open
P0752,P0753,277,9,open
P0753,P0754,35,60,open
P0754,P0755,579,44,open
P0755,P0756,716,22,open
P0756,P0757,469,45,open
P0757,P0758,380,27,open
P0758,P0759,644,26,open
P0759,P0760,664,81,open
P0760,P0761,292,75,open
P0761,P0762,247,84,open
P0762,P0763,724,51,open
P0763,P0764,271,91,open
P0764,P0765,945,26,open
P0765,P0766,165,68,open
P0766,P0767,164,48,open
P0767,P0768,164,23,open
P0768,P0769,663,95,open
P0769,P0770,467,47,open
P0770,P0771,544,16,open
P0771,P0772,321,40,open
P0772,P0773,791,45,open
P0773,P0774,374,17,open
P0774,P0775,830,82,open
P0775,P0776,964,18,open
P0776,P0777,790,91,open
P0777,P0778,942,78,open
P0778,P0779,776,2,open
P0779,P0780,996,25,open
P0780,P0781,920,18,open
P0781,P0782,19,7,open
P0782,P0783,477,7,open
P0783,P0784,753,75,open
P0784,P0785,990,65,open
P0785,P0786,592,2,open
P0786,P0787,870,48,open
P0787,P0788,946,46,open
P0788,P0789,933,62,open
P0789,P0790,780,92,open
P0790,P0791,890,41,open
P0791,P0792,356,21,open
P0792,P0793,170,74,open
P0793,P0794,784,35,open
P0794,P0795,127,48,open
P0795,P0796,874,45,open
P0796,P0797,613,83,open
P0797,P0798,461,65,open
P0798,P0799,903,47,open
P0799,P0800,856,63,open
P0800,P0801,736,21,open
P0801,P0802,649,12,open
P0802,P0803,129,51,open
P0803,P0804,984,77,open
P0804,P0805,820,50,open
P0805,P0806,844,63,open
P0806,P0807,686,94,open
P0807,P0808,87,13,open
P0808,P0809,997,90,open
P0809,P0810,706,10,open
P0810,P0811,349,5,open
P0811,P0812,853,1,open
P0812,P0813,305,1,open
P0813,P0814,370,82,open
P0814,P0815,610,78,open
P0815,P0816,719,84,open
P0816,P0817,481,54,open
P0817,P0818,46,96,open
P0818,P0819,917,4,open
P0819,P0820,671,13,open
P0820,P0821,91,35,open
P0821,P0822,867,76,open
P0822,P0823,780,11,open
P0823,P0824,881,57,open
P0824,P0825,498,98,open
P0825,P0826,231,3,open
P0826,P0827,57,21,open
P0827,P0828,390,100,open
P0828,P0829,989,61,open
P0829,P0830,626,11,open
P0830,P0831,610,88,open
P0831,P0832,233,18,open
P0832,P0833,44,14,open
P0833,P0834,976,79,open
P0834,P0835,136,27,open
P0835,P0836,637,22,open
P0836,P0837,633,64,open
P0837,P0838,728,48,open
P0838,P0839,352,25,open
P0839,P0840,369,83,open
P0840,P0841,470,2,open
P0841,P0842,896,94,open
P0842,P0843,497,74,open
P0843,P0844,675,35,open
P0844,P0845,942,24,open
P0845,P0846,937,24,open
P0846,P0847,779,90,open
P0847,P0848,653,49,open
P0848,P0849,728,38,open
P0849,P0850,434,37,open
P0850,P0851,625,8,open
P0851,P0852,527,60,open
P0852,P0853,915,64,open
P0853,P0854,13,55,open
P0854,P0855,968,97,open
P0855,P0856,591,6,open
P0856,P0857,751,4,open
P0857,P0858,920,33,open
P0858,P0859,545,48,open
P0859,P0860,174,38,open
P0860,P0861,534,81,open
P0861,P0862,944,20,open
P0862,P0863,589,98,open
P0863,P0864,409,39,open
P0864,P0865,548,34,open
P0865,P0866,937,93,open
P0866,P0867,858,51,open
P0867,P0868,117,48,open
P0868,P0869,211,28,open
P0869,P0870,349,78,open
P0870,P0871,912,39,open
P0871,P0872,587,80,open
P0872,P0873,14,76,open
P0873,P0874,334,8,open
P0874,P0875,324,84,open
P0875,P0876,524,25,open
P0876,P0877,428,80,open
P0877,P0878,116,6,open
P0878,P0879,525,74,open
P0879,P0880,118,33,open
P0880,P0881,521,70,open
P0881,P0882,922,42,open
P0882,P0883,275,77,open
P0883,P0884,585,28,open
P0884,P0885,874,17,open
P0885,P0886,556,19,open
P0886,P0887,756,32,open
P0887,P0888,182,36,open
P0888,P0889,386,88,open
P0889,P0890,111,50,open
P0890,P0891,734,17,open
P0891,P0892,566,92,open
P0892,P0893,633,85,open
P0893,P0894,343,66,open
P0894,P0895,392,42,open
P0895,P0896,665,29,open
P0896,P0897,926,41,open
P0897,P0898,244,5,open
P0898,P0899,871,85,open
P0899,P0900,825,41,open
P0900,P0901,880,76,open
P0901,P0902,391,68,open
P0902,P0903,590,81,open
P0903,P0904,685,51,open
P0904,P0905,502,3,open
P0905,P0906,312,13,open
P0906,P0907,225,53,open
P0907,P0908,740,37,open
P0908,P0909,633,10,open
P0909,P0910,88,71,open
P0910,P0911,367,30,open
P0911,P0912,78,77,open
P0912,P0913,921,90,open
P0913,P0914,506,80,open
P0914,P0915,989,74,open
P0915,P0916,603,77,open
P0916,P0917,799,93,open
P0917,P0918,123,100,open
P0918,P0919,247,86,open
P0919,P0920,507,20,open
P0920,P0921,375,53,open
P0921,P0922,686,8,open
P0922,P0923,718,40,open
P0923,P0924,671,54,open
P0924,P0925,994,23,open
P0925,P0926,504,13,open
P0926,P0927,903,65,open
P0927,P0928,852,51,open
P0928,P0929,80,88,open
P0929,P0930,220,32,open
P0930,P0931,618,48,open
P0931,P0932,160,53,open
P0932,P0933,240,49,open
P0933,P0934,596,41,open
P0934,P0935,978,9,open
P0935,P0936,51,58,open
P0936,P0937,283,80,open
P0937,P0938,746,44,open
P0938,P0939,441,21,open
P0939,P0940,239,66,open
P0940,P0941,307,26,open
P0941,P0942,743,92,open
P0942,P0943,614,74,open
P0943,P0944,319,86,open
P0944,P0945,864,17,open
P0945,P0946,395,93,open
P0946,P0947,465,77,open
P0947,P0948,724,37,open
P0948,P0949,99,36,open
P0949,P0950,767,92,open
P0950,P0951,599,6,open
P0951,P0952,207,57,open
P0952,P0953,927,8,open
P0953,P0954,473,83,open
P0954,P0955,652,39,open
P0955,P0956,571,61,open
P0956,P0957,802,25,open
P0957,P0958,931,60,open
P0958,P0959,273,63,open
P0959,P0960,709,40,open
P0960,P0961,117,28,open
P0961,P0962,225,58,open
P0962,P0963,617,28,open
P0963,P0964,65,4,open
P0964,P0965,87,5,open
P0965,P0966,493,8,open
P0966,P0967,214,22,open
P0967,P0968,868,52,open
P0968,P0969,484,61,open
P0969,P0970,327,46,open
P0970,P0971,179,50,open
P0971,P0972,21,42,open
P0972,P0973,134,23,open
P0973,P0974,938,28,open
P0974,P0975,609,61,open
P0975,P0976,60,94,open
P0976,P0977,860,95,open
P0977,P0978,618,52,open
P0978,P0979,540,90,open
P0979,P0980,901,13,open
P0980,P0981,6,40,open
P0981,P0982,960,96,open
P0982,P0983,426,15,open
P0983,P0984,688,82,open
P0984,P0985,376,19,open
P0985,P0986,72,29,open
P0986,P0987,289,46,open
P0987,P0988,481,4,open
P0988,P0989,696,67,open
P0989,P0990,744,70,open
P0990,P0991,765,18,open
P0991,P0992,252,21,open
P0992,P0993,940,56,open
P0993,P0994,763,50,open
P0994,P0995,585,84,open
P0995,P0996,505,19,open
P0996,P0997,937,46,open
P0997,P0998,74,48,open
