from_id,to_id,distance,walk_time,status
P0006,P0020,100,3,open
P0006,P0021,39,8,open
P0006,P0022,21,2,open
P0006,P0023,25,1,open
P0006,P0024,37,8,open
P0006,P0025,98,8,open
P0006,P0026,64,4,open
P0006,P0027,37,3,open
P0006,P0028,74,9,open
P0006,P0029,83,10,open
P0006,P0030,82,6,open
P0006,P0031,94,2,open
P0006,P0032,45,3,open
P0006,P0033,44,1,open
P0006,P0034,98,8,open
P0006,P0035,20,3,open
P0006,P0036,72,1,open
P0006,P0037,94,1,open
P0006,P0038,77,1,open
P0006,P0039,66,1,open
P0006,P0040,64,8,open
P0006,P0041,52,3,open
P0006,P0042,85,8,open
P0006,P0043,30,4,open
P0006,P0044,10,5,open
P0006,P0045,77,10,open
P0006,P0046,38,4,open
P0006,P0047,19,4,open
P0006,P0048,63,8,open
P0006,P0049,80,6,open
P0006,P0050,41,1,open
P0006,P0051,38,9,open
P0006,P0052,98,3,open
P0006,P0053,57,2,open
P0006,P0054,19,9,open
P0006,P0055,50,2,open
P0006,P0056,64,3,open
P0006,P0057,37,5,open
P0006,P0058,55,8,open
P0006,P0059,25,1,open
P0006,P0060,26,10,open
P0006,P0061,21,5,open
P0006,P0062,50,1,open
P0006,P0063,52,5,open
P0006,P0064,18,6,open
P0006,P0065,94,6,open
P0006,P0066,82,10,open
P0006,P0067,24,2,open
P0006,P0068,64,6,open
P0006,P0069,81,5,open
P0006,P0070,54,8,open
P0006,P0071,85,2,open
P0006,P0072,51,5,open
P0006,P0073,98,5,open
P0006,P0074,39,5,open
P0006,P0075,70,3,open
P0006,P0076,86,8,open
P0006,P0077,76,10,open
P0006,P0078,80,8,open
P0006,P0079,39,7,open
P0006,P0080,13,6,open
P0007,P0008,9,5,open
P0007,P0009,99,8,open
P0007,P0010,72,4,open
P0007,P0011,18,8,open
P0007,P0012,50,7,open
P0007,P0013,63,5,open
P0007,P0014,89,4,open
P0007,P0015,97,4,open
P0007,P0016,94,1,open
P0007,P0017,51,3,open
P0007,P0018,35,9,open
P0007,P0019,5,5,open
P0007,P0020,75,2,open
P0007,P0021,56,10,open
P0007,P0022,52,6,open
P0007,P0023,40,1,open
P0007,P0024,3,2,open
P0007,P0025,23,7,open
P0007,P0026,41,4,open
P0007,P0027,82,6,open
P0007,P0028,70,8,open
P0007,P0029,81,4,open
P0007,P0030,80,10,open
P0007,P0031,73,1,open
P0007,P0032,20,3,open
P0007,P0033,94,7,open
P0007,P0034,78,6,open
P0007,P0035,43,8,open
P0007,P0036,85,3,open
P0007,P0037,14,9,open
P0007,P0038,56,7,open
P0007,P0039,88,2,open
P0007,P0040,22,10,open
P0007,P0041,15,3,open
P0007,P0042,61,7,open
P0007,P0043,1,10,open
P0007,P0044,14,6,open
P0007,P0045,65,4,open
P0007,P0046,25,8,open
P0007,P0047,81,1,open
P0007,P0048,28,8,open
P0007,P0049,58,8,open
P0007,P0050,11,6,open
P0007,P0051,69,6,open
P0007,P0052,58,7,open
P0007,P0053,75,10,open
P0007,P0054,9,8,open
P0007,P0055,92,3,open
P0007,P0056,47,1,open
P0007,P0057,70,3,open
P0007,P0058,82,3,open
P0007,P0059,85,5,open
P0007,P0060,59,7,open
P0007,P0061,96,2,open
P0007,P0062,43,7,open
P0007,P0063,35,3,open
P0007,P0064,14,4,open
P0007,P0065,64,5,open
P0007,P0066,36,5,open
P0007,P0067,66,3,open
P0007,P0068,39,9,open
P0007,P0069,46,4,open
P0007,P0070,5,2,open
P0007,P0071,15,2,open
P0007,P0072,100,9,open
P0007,P0073,59,8,open
P0007,P0074,16,5,open
P0007,P0075,83,1,open
P0007,P0076,98,2,open
P0007,P0077,10,8,open
P0007,P0078,22,1,open
P0007,P0079,97,6,open
P0007,P0080,95,2,open
P0008,P0009,85,1,open
P0008,P0010,24,3,open
P0008,P0011,97,5,open
P0008,P0012,95,9,open
P0008,P0013,27,10,open
P0008,P0014,61,8,open
P0008,P0015,91,7,open
P0008,P0016,27,10,open
P0008,P0017,43,1,open
P0008,P0018,61,1,open
P0008,P0019,93,5,open
P0008,P0020,67,5,open
P0008,P0021,63,6,open
P0008,P0022,38,6,open
P0008,P0023,91,6,open
P0008,P0024,43,1,open
P0008,P0025,36,8,open
P0008,P0026,99,3,open
P0008,P0027,23,10,open
P0008,P0028,28,9,open
P0008,P0029,22,9,open
P0008,P0030,80,8,open
P0008,P0031,13,6,open
P0008,P0032,10,3,open
P0008,P0033,54,6,open
P0008,P0034,71,5,open
P0008,P0035,48,3,open
P0008,P0036,90,1,open
P0008,P0037,97,4,open
P0008,P0038,74,4,open
P0008,P0039,47,4,open
P0008,P0040,9,6,open
P0008,P0041,79,8,open
P0008,P0042,40,4,open
P0008,P0043,88,5,open
P0008,P0044,96,6,open
P0008,P0045,79,3,open
P0008,P0046,1,3,open
P0008,P0047,22,5,open
P0008,P0048,33,7,open
P0008,P0049,61,5,open
P0008,P0050,64,6,open
P0008,P0051,51,5,open
P0008,P0052,60,1,open
P0008,P0053,9,8,open
P0008,P0054,84,7,open
P0008,P0055,53,5,open
P0008,P0056,6,4,open
P0008,P0057,83,4,open
P0008,P0058,50,4,open
P0008,P0059,68,6,open
P0008,P0060,5,3,open
P0008,P0061,45,7,open
P0008,P0062,78,5,open
P0008,P0063,42,1,open
P0008,P0064,42,8,open
P0008,P0065,93,1,open
P0008,P0066,41,6,open
P0008,P0067,93,4,open
P0008,P0068,39,4,open
P0008,P0069,76,2,open
P0008,P0070,68,1,open
P0008,P0071,51,1,open
P0008,P0072,35,2,open
P0008,P0073,16,2,open
P0008,P0074,13,8,open
P0008,P0075,98,6,open
P0008,P0076,59,5,open
P0008,P0077,43,8,open
P0008,P0078,12,9,open
P0008,P0079,11,6,open
P0008,P0080,73,5,open
P0009,P0010,72,9,open
P0009,P0011,97,7,open
P0009,P0012,25,5,open
P0009,P0013,42,1,open
P0009,P0014,49,6,open
P0009,P0015,31,7,open
P0009,P0016,34,1,open
P0009,P0017,73,5,open
P0009,P0018,15,6,open
P0009,P0019,11,10,open
P0009,P0020,40,9,open
P0009,P0021,20,4,open
P0009,P0022,97,10,open
P0009,P0023,87,5,open
P0009,P0024,96,5,open
P0009,P0025,88,4,open
P0009,P0026,50,1,open
P0009,P0027,50,5,open
P0009,P0028,90,4,open
P0009,P0029,90,1,open
P0009,P0030,33,3,open
P0009,P0031,77,7,open
P0009,P0032,55,6,open
P0009,P0033,35,4,open
P0009,P0034,41,5,open
P0009,P0035,61,7,open
P0009,P0036,61,3,open
P0009,P0037,51,9,open
P0009,P0038,92,3,open
P0009,P0039,5,9,open
P0009,P0040,3,6,open
P0009,P0041,82,6,open
P0009,P0042,13,1,open
P0009,P0043,19,5,open
P0009,P0044,58,1,open
P0009,P0045,75,6,open
P0009,P0046,60,5,open
P0009,P0047,71,8,open
P0009,P0048,42,7,open
P0009,P0049,5,5,open
P0009,P0050,96,4,open
P0009,P0051,69,10,open
P0009,P0052,47,8,open
P0009,P0053,7,8,open
P0009,P0054,45,3,open
P0009,P0055,93,5,open
P0009,P0056,26,6,open
P0009,P0057,88,3,open
P0009,P0058,33,1,open
P0009,P0059,31,7,open
P0009,P0060,92,4,open
P0009,P0061,40,3,open
P0009,P0062,96,3,open
P0009,P0063,96,6,open
P0009,P0064,21,5,open
P0009,P0065,40,5,open
P0009,P0066,76,6,open
P0009,P0067,44,5,open
P0009,P0068,62,1,open
P0009,P0069,3,6,open
P0009,P0070,93,3,open
P0009,P0071,81,1,open
P0009,P0072,93,6,open
P0009,P0073,24,10,open
P0009,P0074,87,6,open
P0009,P0075,98,7,open
P0009,P0076,81,4,open
P0009,P0077,29,7,open
P0009,P0078,11,5,open
P0009,P0079,39,5,open
P0009,P0080,46,5,open
P0010,P0011,97,8,open
P0010,P0012,49,4,open
P0010,P0013,61,2,open
P0010,P0014,88,7,open
P0010,P0015,57,2,open
P0010,P0016,51,1,open
P0010,P0017,12,10,open
P0010,P0018,44,1,open
P0010,P0019,42,6,open
P0010,P0020,2,7,open
P0010,P0021,65,6,open
P0010,P0022,93,5,open
P0010,P0023,36,8,open
P0010,P0024,73,10,open
P0010,P0025,69,8,open
P0010,P0026,88,8,open
P0010,P0027,41,7,open
P0010,P0028,98,9,open
P0010,P0029,10,3,open
P0010,P0030,51,8,open
P0010,P0031,43,5,open
P0010,P0032,66,6,open
P0010,P0033,12,10,open
P0010,P0034,35,4,open
P0010,P0035,85,6,open
P0010,P0036,21,8,open
P0010,P0037,14,2,open
P0010,P0038,29,10,open
P0010,P0039,32,9,open
P0010,P0040,60,8,open
P0010,P0041,15,4,open
P0010,P0042,15,7,open
P0010,P0043,64,9,open
P0010,P0044,43,4,open
P0010,P0045,81,8,open
P0010,P0046,77,1,open
P0010,P0047,47,7,open
P0010,P0048,52,1,open
P0010,P0049,94,2,open
P0010,P0050,90,9,open
P0010,P0051,78,10,open
P0010,P0052,62,3,open
P0010,P0053,74,1,open
P0010,P0054,88,8,open
P0010,P0055,42,3,open
P0010,P0056,20,5,open
P0010,P0057,87,2,open
P0010,P0058,77,3,open
P0010,P0059,58,3,open
P0010,P0060,61,5,open
P0010,P0061,91,3,open
P0010,P0062,16,9,open
P0010,P0063,35,9,open
P0010,P0064,89,10,open
P0010,P0065,82,10,open
P0010,P0066,99,5,open
P0010,P0067,26,7,open
P0010,P0068,35,3,open
P0010,P0069,96,9,open
P0010,P0070,55,9,open
P0010,P0071,42,10,open
P0010,P0072,65,3,open
P0010,P0073,16,10,open
P0010,P0074,76,9,open
P0010,P0075,8,8,open
P0010,P0076,91,6,open
P0010,P0077,93,4,open
P0010,P0078,69,1,open
P0010,P0079,77,2,open
P0010,P0080,30,5,open
P0011,P0012,9,6,open
P0011,P0013,46,1,open
P0011,P0014,42,1,open
P0011,P0015,76,4,open
P0011,P0016,83,7,open
P0011,P0017,56,3,open
P0011,P0018,51,3,open
P0011,P0019,18,4,open
P0011,P0020,2,6,open
P0011,P0021,94,8,open
P0011,P0022,60,2,open
P0011,P0023,61,8,open
P0011,P0024,36,5,open
P0011,P0025,25,5,open
P0011,P0026,8,4,open
P0011,P0027,56,3,open
P0011,P0028,3,10,open
P0011,P0029,21,7,open
P0011,P0030,51,3,open
P0011,P0031,44,7,open
P0011,P0032,22,3,open
P0011,P0033,48,9,open
P0011,P0034,69,9,open
P0011,P0035,42,6,open
P0011,P0036,6,5,open
P0011,P0037,90,1,open
P0011,P0038,89,5,open
P0011,P0039,72,2,open
P0011,P0040,53,9,open
P0011,P0041,85,3,open
P0011,P0042,41,2,open
P0011,P0043,97,5,open
P0011,P0044,21,1,open
P0011,P0045,30,3,open
P0011,P0046,71,10,open
P0011,P0047,23,3,open
P0011,P0048,87,8,open
P0011,P0049,8,2,open
P0011,P0050,95,5,open
P0011,P0051,4,2,open
P0011,P0052,70,5,open
P0011,P0053,12,10,open
P0011,P0054,47,1,open
P0011,P0055,91,10,open
P0011,P0056,72,7,open
P0011,P0057,72,1,open
P0011,P0058,45,7,open
P0011,P0059,72,10,open
P0011,P0060,31,9,open
P0011,P0061,20,4,open
P0011,P0062,98,4,open
P0011,P0063,79,4,open
P0011,P0064,76,2,open
P0011,P0065,87,4,open
P0011,P0066,86,10,open
P0011,P0067,83,7,open
P0011,P0068,48,3,open
P0011,P0069,8,5,open
P0011,P0070,84,4,open
P0011,P0071,39,2,open
P0011,P0072,2,6,open
P0011,P0073,35,9,open
P0011,P0074,94,3,open
P0011,P0075,69,2,open
P0011,P0076,99,6,open
P0011,P0077,17,9,open
P0011,P0078,29,1,open
P0011,P0079,21,8,open
P0011,P0080,96,5,open
P0012,P0013,18,3,open
P0012,P0014,87,4,open
P0012,P0015,80,6,open
P0012,P0016,55,6,open
P0012,P0017,86,4,open
P0012,P0018,69,3,open
P0012,P0019,66,3,open
P0012,P0020,14,7,open
P0012,P0021,36,8,open
P0012,P0022,45,2,open
P0012,P0023,99,4,open
P0012,P0024,37,8,open
P0012,P0025,62,3,open
P0012,P0026,29,10,open
P0012,P0027,65,6,open
P0012,P0028,56,1,open
P0012,P0029,25,2,open
P0012,P0030,5,4,open
P0012,P0031,63,9,open
P0012,P0032,55,2,open
P0012,P0033,25,2,open
P0012,P0034,31,4,open
P0012,P0035,93,1,open
P0012,P0036,89,10,open
P0012,P0037,89,7,open
P0012,P0038,45,4,open
P0012,P0039,88,1,open
P0012,P0040,12,8,open
P0012,P0041,89,4,open
P0012,P0042,32,3,open
P0012,P0043,67,1,open
P0012,P0044,85,1,open
P0012,P0045,90,4,open
P0012,P0046,36,6,open
P0012,P0047,67,8,open
P0012,P0048,66,6,open
P0012,P0049,15,7,open
P0012,P0050,98,9,open
P0012,P0051,32,4,open
P0012,P0052,69,2,open
P0012,P0053,22,7,open
P0012,P0054,99,6,open
P0012,P0055,80,5,open
P0012,P0056,48,5,open
P0012,P0057,45,8,open
P0012,P0058,21,4,open
P0012,P0059,47,7,open
P0012,P0060,85,7,open
P0012,P0061,97,6,open
P0012,P0062,20,7,open
P0012,P0063,5,8,open
P0012,P0064,39,9,open
P0012,P0065,33,3,open
P0012,P0066,50,1,open
P0012,P0067,98,2,open
P0012,P0068,93,3,open
P0012,P0069,26,10,open
P0012,P0070,94,4,open
P0012,P0071,82,6,open
P0012,P0072,31,1,open
P0012,P0073,24,4,open
P0012,P0074,27,1,open
P0012,P0075,47,3,open
P0012,P0076,90,7,open
P0012,P0077,3,2,open
P0012,P0078,37,6,open
P0012,P0079,26,1,open
P0012,P0080,84,3,open
P0013,P0014,30,5,open
P0013,P0015,65,7,open
P0013,P0016,39,5,open
P0013,P0017,89,2,open
P0013,P0018,64,6,open
P0013,P0019,14,4,open
P0013,P0020,5,7,open
P0013,P0021,51,5,open
P0013,P0022,95,9,open
P0013,P0023,60,4,open
P0013,P0024,98,5,open
P0013,P0025,79,3,open
P0013,P0026,95,2,open
P0013,P0027,52,8,open
P0013,P0028,33,3,open
P0013,P0029,56,7,open
P0013,P0030,94,4,open
P0013,P0031,39,7,open
P0013,P0032,59,2,open
P0013,P0033,82,7,open
P0013,P0034,81,9,open
P0013,P0035,77,7,open
P0013,P0036,20,1,open
P0013,P0037,60,1,open
P0013,P0038,97,4,open
P0013,P0039,90,6,open
P0013,P0040,84,6,open
P0013,P0041,81,6,open
P0013,P0042,18,5,open
P0013,P0043,92,9,open
P0013,P0044,57,8,open
P0013,P0045,62,8,open
P0013,P0046,94,7,open
P0013,P0047,61,3,open
P0013,P0048,51,1,open
P0013,P0049,54,3,open
P0013,P0050,46,2,open
P0013,P0051,68,10,open
P0013,P0052,17,9,open
P0013,P0053,85,7,open
P0013,P0054,14,1,open
P0013,P0055,28,9,open
P0013,P0056,32,4,open
P0013,P0057,13,9,open
P0013,P0058,84,5,open
P0013,P0059,23,4,open
P0013,P0060,18,3,open
P0013,P0061,86,2,open
P0013,P0062,94,10,open
P0013,P0063,48,4,open
P0013,P0064,12,8,open
P0013,P0065,90,4,open
P0013,P0066,50,2,open
P0013,P0067,48,4,open
P0013,P0068,78,10,open
P0013,P0069,52,4,open
P0013,P0070,27,10,open
P0013,P0071,97,5,open
P0013,P0072,79,7,open
P0013,P0073,69,5,open
P0013,P0074,3,8,open
P0013,P0075,92,2,open
P0013,P0076,71,3,open
P0013,P0077,4,10,open
P0013,P0078,45,6,open
P0013,P0079,85,7,open
P0013,P0080,71,8,open
P0014,P0015,55,4,open
P0014,P0016,19,7,open
P0014,P0017,14,5,open
P0014,P0018,1,7,open
P0014,P0019,80,8,open
P0014,P0020,53,4,open
P0014,P0021,67,2,open
P0014,P0022,90,6,open
P0014,P0023,85,5,open
P0014,P0024,27,2,open
P0014,P0025,1,3,open
P0014,P0026,5,3,open
P0014,P0027,22,7,open
P0014,P0028,80,10,open
P0014,P0029,3,6,open
P0014,P0030,38,6,open
P0014,P0031,24,3,open
P0014,P0032,39,4,open
P0014,P0033,59,10,open
P0014,P0034,19,10,open
P0014,P0035,94,3,open
P0014,P0036,46,3,open
P0014,P0037,51,9,open
P0014,P0038,27,5,open
P0014,P0039,57,7,open
P0014,P0040,76,5,open
P0014,P0041,81,3,open
P0014,P0042,22,7,open
P0014,P0043,5,8,open
P0014,P0044,77,8,open
P0014,P0045,90,1,open
P0014,P0046,4,8,open
P0014,P0047,74,5,open
P0014,P0048,39,2,open
P0014,P0049,19,9,open
P0014,P0050,33,9,open
P0014,P0051,77,3,open
P0014,P0052,1,4,open
P0014,P0053,6,2,open
P0014,P0054,94,5,open
P0014,P0055,29,8,open
P0014,P0056,48,7,open
P0014,P0057,67,7,open
P0014,P0058,80,6,open
P0014,P0059,38,5,open
P0014,P0060,8,10,open
P0014,P0061,16,9,open
P0014,P0062,87,9,open
