place_id,display_name,category,stay_time,open_time,close_time
C0061,Node61,Other,0,00:00,23:59
C0062,Node62,Other,0,00:00,23:59
C0063,Node63,Other,0,00:00,23:59
C0064,Node64,Other,0,00:00,23:59
C0065,Node65,Other,0,00:00,23:59
C0066,Node66,Other,0,00:00,23:59
C0067,Node67,Other,0,00:00,23:59
C0068,Node68,Other,0,00:00,23:59
C0069,Node69,Other,0,00:00,23:59
C0070,Node70,Other,0,00:00,23:59
C0071,Node71,Other,0,00:00,23:59
C0072,Node72,Other,0,00:00,23:59
C0073,Node73,Other,0,00:00,23:59
C0074,Node74,Other,0,00:00,23:59
C0075,Node75,Other,0,00:00,23:59
C0076,Node76,Other,0,00:00,23:59
C0077,Node77,Other,0,00:00,23:59
C0078,Node78,Other,0,00:00,23:59
C0079,Node79,Other,0,00:00,23:59
C0080,Node80,Other,0,00:00,23:59
C0081,Node81,Other,0,00:00,23:59
C0082,Node82,Other,0,00:00,23:59
C0083,Node83,Other,0,00:00,23:59
C0084,Node84,Other,0,00:00,23:59
C0085,Node85,Other,0,00:00,23:59
C0086,Node86,Other,0,00:00,23:59
C0087,Node87,Other,0,00:00,23:59
C0088,Node88,Other,0,00:00,23:59
C0089,Node89,Other,0,00:00,23:59
C0090,Node90,Other,0,00:00,23:59
C0091,Node91,Other,0,00:00,23:59
C0092,Node92,Other,0,00:00,23:59
C0093,Node93,Other,0,00:00,23:59
C0094,Node94,Other,0,00:00,23:59
C0095,Node95,Other,0,00:00,23:59
C0096,Node96,Other,0,00:00,23:59
C0097,Node97,Other,0,00:00,23:59
C0098,Node98,Other,0,00:00,23:59
C0099,Node99,Other,0,00:00,23:59
C0100,Node100,Other,0,00:00,23:59
C0101,Node101,Other,0,00:00,23:59
C0102,Node102,Other,0,00:00,23:59
C0103,Node103,Other,0,00:00,23:59
C0104,Node104,Other,0,00:00,23:59
C0105,Node105,Other,0,00:00,23:59
C0106,Node106,Other,0,00:00,23:59
C0107,Node107,Other,0,00:00,23:59
C0108,Node108,Other,0,00:00,23:59
C0109,Node109,Other,0,00:00,23:59
C0110,Node110,Other,0,00:00,23:59
C0111,Node111,Other,0,00:00,23:59
C0112,Node112,Other,0,00:00,23:59
C0113,Node113,Other,0,00:00,23:59
C0114,Node114,Other,0,00:00,23:59
C0115,Node115,Other,0,00:00,23:59
C0116,Node116,Other,0,00:00,23:59
C0117,Node117,Other,0,00:00,23:59
C0118,Node118,Other,0,00:00,23:59
C0119,Node119,Other,0,00:00,23:59
C0120,Node120,Other,0,00:00,23:59
C0121,Node121,Other,0,00:00,23:59
C0122,Node122,Other,0,00:00,23:59
C0123,Node123,Other,0,00:00,23:59
C0124,Node124,Other,0,00:00,23:59
C0125,Node125,Other,0,00:00,23:59
C0126,Node126,Other,0,00:00,23:59
C0127,Node127,Other,0,00:00,23:59
C0128,Node128,Other,0,00:00,23:59
C0129,Node129,Other,0,00:00,23:59
C0130,Node130,Other,0,00:00,23:59
C0131,Node131,Other,0,00:00,23:59
C0132,Node132,Other,0,00:00,23:59
C0133,Node133,Other,0,00:00,23:59
C0134,Node134,Other,0,00:00,23:59
C0135,Node135,Other,0,00:00,23:59
C0136,Node136,Other,0,00:00,23:59
C0137,Node137,Other,0,00:00,23:59
C0138,Node138,Other,0,00:00,23:59
C0139,Node139,Other,0,00:00,23:59
C0140,Node140,Other,0,00:00,23:59
C0141,Node141,Other,0,00:00,23:59
C0142,Node142,Other,0,00:00,23:59
C0143,Node143,Other,0,00:00,23:59
C0144,Node144,Other,0,00:00,23:59
C0145,Node145,Other,0,00:00,23:59
C0146,Node146,Other,0,00:00,23:59
C0147,Node147,Other,0,00:00,23:59
C0148,Node148,Other,0,00:00,23:59
C0149,Node149,Other,0,00:00,23:59
C0150,Node150,Other,0,00:00,23:59
