from_id,to_id,distance,walk_time,status
G0244,G0294,8,5,open
G0245,G0246,19,2,open
G0245,G0295,16,5,open
G0246,G0247,17,4,open
G0246,G0296,4,3,open
G0247,G0248,2,3,open
G0247,G0297,15,5,open
G0248,G0249,14,1,open
G0248,G0298,16,1,open
G0249,G0250,14,2,open
G0249,G0299,1,3,open
G0250,G0300,18,5,open
G0251,G0252,4,2,open
G0251,G0301,18,2,open
G0252,G0253,10,5,open
G0252,G0302,14,4,open
G0253,G0254,3,5,open
G0253,G0303,7,2,open
G0254,G0255,12,5,open
G0254,G0304,6,2,open
G0255,G0256,18,4,open
G0255,G0305,18,4,open
G0256,G0257,2,1,open
G0256,G0306,15,5,open
G0257,G0258,10,2,open
G0257,G0307,1,1,open
G0258,G0259,16,3,open
G0258,G0308,20,3,open
G0259,G0260,13,3,open
G0259,G0309,7,5,open
G0260,G0261,17,3,open
G0260,G0310,2,2,open
G0261,G0262,18,5,open
G0261,G0311,3,3,open
G0262,G0263,3,4,open
G0262,G0312,4,2,open
G0263,G0264,18,3,open
G0263,G0313,14,2,open
G0264,G0265,20,5,open
G0264,G0314,11,3,open
G0265,G0266,9,4,open
G0265,G0315,9,2,open
G0266,G0267,11,3,open
G0266,G0316,7,4,open
G0267,G0268,20,3,open
G0267,G0317,1,2,open
G0268,G0269,1,5,open
G0268,G0318,16,1,open
G0269,G0270,1,2,open
G0269,G0319,14,5,open
G0270,G0271,16,4,open
G0270,G0320,18,1,open
G0271,G0272,3,5,open
G0271,G0321,1,4,open
G0272,G0273,4,3,open
G0272,G0322,13,5,open
G0273,G0274,12,4,open
G0273,G0323,6,1,open
G0274,G0275,4,4,open
G0274,G0324,12,2,open
G0275,G0276,15,1,open
G0275,G0325,8,1,open
G0276,G0277,9,3,open
G0276,G0326,7,1,open
G0277,G0278,20,3,open
G0277,G0327,8,2,open
G0278,G0279,16,3,open
G0278,G0328,2,3,open
G0279,G0280,16,5,open
G0279,G0329,7,1,open
G0280,G0281,7,4,open
G0280,G0330,4,3,open
G0281,G0282,19,5,open
G0281,G0331,16,2,open
G0282,G0283,18,2,open
G0282,G0332,19,5,open
G0283,G0284,19,2,open
G0283,G0333,3,5,open
G0284,G0285,5,1,open
G0284,G0334,5,3,open
G0285,G0286,19,2,open
G0285,G0335,17,3,open
G0286,G0287,7,1,open
G0286,G0336,18,5,open
G0287,G0288,9,5,open
G0287,G0337,15,1,open
G0288,G0289,14,1,open
G0288,G0338,11,4,open
G0289,G0290,14,3,open
G0289,G0339,4,5,open
G0290,G0291,15,4,open
G0290,G0340,12,5,open
G0291,G0292,2,2,open
G0291,G0341,2,3,open
G0292,G0293,14,5,open
G0292,G0342,15,3,open
G0293,G0294,1,4,open
G0293,G0343,7,3,open
G0294,G0295,3,5,open
G0294,G0344,1,2,open
G0295,G0296,14,1,open
G0295,G0345,8,2,open
G0296,G0297,6,3,open
G0296,G0346,10,1,open
G0297,G0298,4,1,open
G0297,G0347,16,4,open
G0298,G0299,1,5,open
G0298,G0348,11,3,open
G0299,G0300,8,1,open
G0299,G0349,16,2,open
G0300,G0350,11,1,open
G0301,G0302,11,5,open
G0301,G0351,8,1,open
G0302,G0303,20,5,open
G0302,G0352,15,1,open
G0303,G0304,15,5,open
G0303,G0353,4,1,open
G0304,G0305,2,1,open
G0304,G0354,13,3,open
G0305,G0306,3,2,open
G0305,G0355,2,4,open
G0306,G0307,2,3,open
G0306,G0356,20,4,open
G0307,G0308,3,1,open
G0307,G0357,2,5,open
G0308,G0309,2,3,open
G0308,G0358,13,4,open
G0309,G0310,4,5,open
G0309,G0359,14,2,open
G0310,G0311,20,5,open
G0310,G0360,1,4,open
G0311,G0312,13,4,open
G0311,G0361,14,5,open
G0312,G0313,20,1,open
G0312,G0362,11,1,open
G0313,G0314,15,5,open
G0313,G0363,11,5,open
G0314,G0315,7,1,open
G0314,G0364,4,1,open
G0315,G0316,20,1,open
G0315,G0365,19,2,open
G0316,G0317,19,2,open
G0316,G0366,17,3,open
G0317,G0318,12,4,open
G0317,G0367,16,5,open
G0318,G0319,15,2,open
G0318,G0368,8,2,open
G0319,G0320,2,1,open
G0319,G0369,5,3,open
G0320,G0321,19,4,open
G0320,G0370,17,3,open
G0321,G0322,10,5,open
G0321,G0371,18,2,open
G0322,G0323,5,4,open
G0322,G0372,10,5,open
G0323,G0324,11,3,open
G0323,G0373,12,1,open
G0324,G0325,17,5,open
G0324,G0374,5,1,open
G0325,G0326,8,5,open
G0325,G0375,18,1,open
G0326,G0327,14,3,open
G0326,G0376,7,2,open
G0327,G0328,7,1,open
G0327,G0377,11,2,open
G0328,G0329,16,4,open
G0328,G0378,20,3,open
G0329,G0330,19,5,open
G0329,G0379,11,5,open
G0330,G0331,10,4,open
G0330,G0380,11,2,open
G0331,G0332,4,4,open
G0331,G0381,2,4,open
G0332,G0333,8,1,open
G0332,G0382,8,2,open
G0333,G0334,15,5,open
G0333,G0383,7,2,open
G0334,G0335,16,3,open
G0334,G0384,13,2,open
G0335,G0336,13,2,open
G0335,G0385,1,3,open
G0336,G0337,1,1,open
G0336,G0386,12,1,open
G0337,G0338,18,1,open
G0337,G0387,5,3,open
G0338,G0339,15,2,open
G0338,G0388,19,3,open
G0339,G0340,2,1,open
G0339,G0389,7,2,open
G0340,G0341,10,2,open
G0340,G0390,8,3,open
G0341,G0342,6,3,open
G0341,G0391,18,2,open
G0342,G0343,6,2,open
G0342,G0392,1,2,open
G0343,G0344,9,1,open
G0343,G0393,1,2,open
G0344,G0345,13,1,open
G0344,G0394,11,2,open
G0345,G0346,10,4,open
G0345,G0395,8,3,open
G0346,G0347,12,2,open
G0346,G0396,17,5,open
G0347,G0348,14,1,open
G0347,G0397,4,2,open
G0348,G0349,5,2,open
G0348,G0398,7,5,open
G0349,G0350,13,3,open
G0349,G0399,11,5,open
G0350,G0400,14,2,open
G0351,G0352,2,5,open
G0351,G0401,19,2,open
G0352,G0353,18,3,open
G0352,G0402,5,3,open
G0353,G0354,8,1,open
G0353,G0403,9,2,open
G0354,G0355,17,5,open
G0354,G0404,16,2,open
G0355,G0356,3,4,open
G0355,G0405,20,1,open
G0356,G0357,6,5,open
G0356,G0406,13,5,open
G0357,G0358,12,4,open
G0357,G0407,17,4,open
G0358,G0359,6,3,open
G0358,G0408,12,5,open
G0359,G0360,16,4,open
G0359,G0409,16,3,open
G0360,G0361,19,4,open
G0360,G0410,19,1,open
G0361,G0362,7,2,open
G0361,G0411,7,4,open
G0362,G0363,8,4,open
G0362,G0412,7,3,open
G0363,G0364,14,4,open
G0363,G0413,19,2,open
G0364,G0365,12,3,open
G0364,G0414,18,1,open
G0365,G0366,5,1,open
G0365,G0415,10,4,open
G0366,G0367,17,3,open
G0366,G0416,8,5,open
G0367,G0368,2,4,open
G0367,G0417,17,5,open
G0368,G0369,11,4,open
G0368,G0418,15,4,open
G0369,G0370,14,4,open
G0369,G0419,12,4,open
G0370,G0371,11,3,open
G0370,G0420,13,1,open
G0371,G0372,6,4,open
G0371,G0421,8,3,open
G0372,G0373,3,3,open
G0372,G0422,3,3,open
G0373,G0374,17,5,open
G0373,G0423,18,1,open
G0374,G0375,9,2,open
G0374,G0424,4,1,open
G0375,G0376,3,3,open
G0375,G0425,2,5,open
G0376,G0377,7,3,open
G0376,G0426,7,3,open
G0377,G0378,9,3,open
G0377,G0427,9,2,open
G0378,G0379,20,2,open
G0378,G0428,18,3,open
G0379,G0380,1,3,open
G0379,G0429,10,3,open
G0380,G0381,13,4,open
G0380,G0430,19,1,open
G0381,G0382,16,5,open
G0381,G0431,5,4,open
G0382,G0383,8,2,open
G0382,G0432,7,4,open
G0383,G0384,8,5,open
G0383,G0433,19,5,open
G0384,G0385,15,4,open
G0384,G0434,11,1,open
G0385,G0386,11,2,open
G0385,G0435,14,4,open
G0386,G0387,7,4,open
G0386,G0436,15,5,open
G0387,G0388,1,3,open
G0387,G0437,5,5,open
G0388,G0389,5,3,open
G0388,G0438,1,4,open
G0389,G0390,12,3,open
G0389,G0439,8,4,open
G0390,G0391,14,4,open
G0390,G0440,18,3,open
G0391,G0392,11,5,open
G0391,G0441,1,5,open
G0392,G0393,2,2,open
G0392,G0442,5,3,open
G0393,G0394,19,5,open
G0393,G0443,20,5,open
G0394,G0395,13,4,open
G0394,G0444,7,4,open
G0395,G0396,3,5,open
G0395,G0445,13,2,open
G0396,G0397,16,1,open
G0396,G0446,11,5,open
G0397,G0398,15,3,open
G0397,G0447,3,2,open
G0398,G0399,4,5,open
G0398,G0448,6,1,open
G0399,G0400,20,4,open
G0399,G0449,1,2,open
G0400,G0450,7,1,open
G0401,G0402,13,3,open
G0401,G0451,7,2,open
G0402,G0403,10,5,open
G0402,G0452,3,4,open
G0403,G0404,2,3,open
G0403,G0453,17,1,open
G0404,G0405,6,3,open
G0404,G0454,14,4,open
G0405,G0406,6,1,open
G0405,G0455,5,5,open
G0406,G0407,14,4,open
G0406,G0456,3,4,open
G0407,G0408,7,2,open
G0407,G0457,7,3,open
G0408,G0409,14,4,open
G0408,G0458,6,5,open
G0409,G0410,19,3,open
G0409,G0459,19,2,open
G0410,G0411,17,4,open
G0410,G0460,9,2,open
G0411,G0412,1,2,open
G0411,G0461,15,1,open
G0412,G0413,13,5,open
G0412,G0462,8,5,open
G0413,G0414,11,5,open
G0413,G0463,16,4,open
G0414,G0415,15,5,open
G0414,G0464,2,1,open
G0415,G0416,10,4,open
G0415,G0465,12,3,open
G0416,G0417,13,5,open
G0416,G0466,6,4,open
G0417,G0418,8,2,open
G0417,G0467,20,4,open
G0418,G0419,15,4,open
G0418,G0468,6,5,open
G0419,G0420,4,4,open
G0419,G0469,2,2,open
G0420,G0421,6,3,open
G0420,G0470,18,3,open
G0421,G0422,3,2,open
G0421,G0471,16,4,open
G0422,G0423,18,1,open
G0422,G0472,12,1,open
G0423,G0424,4,5,open
G0423,G0473,11,4,open
G0424,G0425,15,2,open
G0424,G0474,9,2,open
G0425,G0426,17,1,open
G0425,G0475,15,1,open
G0426,G0427,3,4,open
G0426,G0476,13,3,open
G0427,G0428,13,2,open
G0427,G0477,13,1,open
G0428,G0429,1,3,open
G0428,G0478,4,2,open
G0429,G0430,11,4,open
G0429,G0479,16,4,open
G0430,G0431,3,1,open
G0430,G0480,18,2,open
G0431,G0432,15,2,open
G0431,G0481,16,3,open
G0432,G0433,6,2,open
G0432,G0482,1,5,open
G0433,G0434,4,2,open
G0433,G0483,10,1,open
G0434,G0435,18,4,open
G0434,G0484,6,1,open
G0435,G0436,1,3,open
G0435,G0485,5,4,open
G0436,G0437,12,2,open
G0436,G0486,7,1,open
G0437,G0438,18,2,open
G0437,G0487,15,1,open
G0438,G0439,17,1,open
G0438,G0488,13,3,open
G0439,G0440,15,1,open
G0439,G0489,20,1,open
G0440,G0441,2,4,open
G0440,G0490,7,2,open
G0441,G0442,12,2,open
G0441,G0491,7,1,open
G0442,G0443,1,4,open
G0442,G0492,1,1,open
G0443,G0444,11,2,open
G0443,G0493,3,2,open
G0444,G0445,4,2,open
G0444,G0494,6,1,open
G0445,G0446,14,5,open
G0445,G0495,4,3,open
G0446,G0447,11,5,open
G0446,G0496,7,5,open
G0447,G0448,7,5,open
G0447,G0497,13,4,open
G0448,G0449,4,2,open
G0448,G0498,7,1,open
G0449,G0450,12,3,open
G0449,G0499,6,1,open
G0450,G0500,13,3,open
G0451,G0452,1,4,open
G0451,G0501,7,4,open
G0452,G0453,8,1,open
G0452,G0502,9,5,open
G0453,G0454,12,1,open
G0453,G0503,3,2,open
G0454,G0455,14,3,open
G0454,G0504,20,4,open
G0455,G0456,4,5,open
G0455,G0505,19,2,open
G0456,G0457,9,1,open
G0456,G0506,20,3,open
G0457,G0458,13,2,open
G0457,G0507,11,2,open
G0458,G0459,11,4,open
G0458,G0508,3,3,open
G0459,G0460,1,5,open
G0459,G0509,19,4,open
G0460,G0461,13,5,open
G0460,G0510,8,5,open
G0461,G0462,19,1,open
G0461,G0511,8,1,open
G0462,G0463,20,1,open
G0462,G0512,10,2,open
G0463,G0464,14,2,open
G0463,G0513,20,1,open
G0464,G0465,2,2,open
G0464,G0514,12,4,open
G0465,G0466,10,2,open
G0465,G0515,5,4,open
G0466,G0467,7,1,open
G0466,G0516,8,5,open
G0467,G0468,15,3,open
G0467,G0517,5,3,open
G0468,G0469,11,1,open
G0468,G0518,17,4,open
G0469,G0470,10,1,open
G0469,G0519,8,3,open
G0470,G0471,11,2,open
G0470,G0520,7,5,open
G0471,G0472,2,2,open
G0471,G0521,8,5,open
G0472,G0473,13,5,open
G0472,G0522,11,2,open
G0473,G0474,15,1,open
G0473,G0523,3,4,open
G0474,G0475,3,2,open
G0474,G0524,2,2,open
G0475,G0476,7,2,open
G0475,G0525,3,2,open
G0476,G0477,19,5,open
G0476,G0526,7,2,open
G0477,G0478,17,1,open
G0477,G0527,14,4,open
G0478,G0479,10,2,open
G0478,G0528,7,2,open
G0479,G0480,14,2,open
G0479,G0529,20,2,open
G0480,G0481,10,3,open
G0480,G0530,19,4,open
G0481,G0482,7,3,open
G0481,G0531,16,1,open
G0482,G0483,12,4,open
G0482,G0532,13,2,open
G0483,G0484,16,4,open
G0483,G0533,14,5,open
G0484,G0485,20,4,open
G0484,G0534,5,4,open
G0485,G0486,1,4,open
G0485,G0535,14,1,open
G0486,G0487,10,5,open
G0486,G0536,18,2,open
G0487,G0488,18,2,open
G0487,G0537,9,4,open
G0488,G0489,15,3,open
G0488,G0538,15,3,open
G0489,G0490,13,5,open
G0489,G0539,20,4,open
G0490,G0491,3,3,open
G0490,G0540,5,4,open
G0491,G0492,7,2,open
G0491,G0541,7,1,open
G0492,G0493,1,5,open
G0492,G0542,12,4,open
G0493,G0494,13,4,open
G0493,G0543,13,3,open
G0494,G0495,13,4,open
G0494,G0544,10,5,open
G0495,G0496,3,4,open
G0495,G0545,2,1,open
G0496,G0497,13,5,open
G0496,G0546,6,2,open
G0497,G0498,14,3,open
G0497,G0547,12,5,open
G0498,G0499,16,3,open
G0498,G0548,2,4,open
G0499,G0500,14,2,open
G0499,G0549,8,4,open
G0500,G0550,2,3,open
G0501,G0502,1,2,open
G0501,G0551,9,5,open
G0502,G0503,15,2,open
G0502,G0552,9,2,open
G0503,G0504,20,5,open
G0503,G0553,6,1,open
G0504,G0505,4,1,open
