from_id,to_id,distance,walk_time,status
P0006,P0055,5,8,open
P0006,P0056,12,6,open
P0006,P0057,33,6,open
P0006,P0058,15,7,open
P0006,P0059,66,1,open
P0006,P0060,85,9,open
P0006,P0061,60,7,open
P0006,P0062,7,4,open
P0006,P0063,67,6,open
P0006,P0064,80,8,open
P0006,P0065,81,8,open
P0006,P0066,98,1,open
P0006,P0067,27,5,open
P0006,P0068,71,3,open
P0006,P0069,37,8,open
P0006,P0070,90,8,open
P0006,P0071,16,1,open
P0006,P0072,81,10,open
P0006,P0073,31,3,open
P0006,P0074,40,9,open
P0006,P0075,2,9,open
P0006,P0076,53,2,open
P0006,P0077,29,2,open
P0006,P0078,60,2,open
P0006,P0079,83,3,open
P0006,P0080,64,5,open
P0006,P0081,66,5,open
P0006,P0082,54,8,open
P0006,P0083,61,4,open
P0006,P0084,59,9,open
P0006,P0085,19,7,open
P0006,P0086,25,10,open
P0006,P0087,66,3,open
P0006,P0088,9,5,open
P0006,P0089,99,7,open
P0006,P0090,44,9,open
P0006,P0091,35,1,open
P0006,P0092,37,5,open
P0006,P0093,76,10,open
P0006,P0094,85,8,open
P0006,P0095,20,8,open
P0006,P0096,69,8,open
P0006,P0097,45,6,open
P0006,P0098,71,9,open
P0006,P0099,49,8,open
P0006,P0100,42,4,open
P0007,P0008,90,4,open
P0007,P0009,74,7,open
P0007,P0010,30,7,open
P0007,P0011,6,6,open
P0007,P0012,96,8,open
P0007,P0013,91,7,open
P0007,P0014,50,3,open
P0007,P0015,64,1,open
P0007,P0016,17,9,open
P0007,P0017,76,6,open
P0007,P0018,13,8,open
P0007,P0019,13,9,open
P0007,P0020,59,1,open
P0007,P0021,93,3,open
P0007,P0022,53,3,open
P0007,P0023,10,8,open
P0007,P0024,34,6,open
P0007,P0025,80,7,open
P0007,P0026,84,2,open
P0007,P0027,43,9,open
P0007,P0028,49,6,open
P0007,P0029,81,8,open
P0007,P0030,70,1,open
P0007,P0031,80,2,open
P0007,P0032,31,5,open
P0007,P0033,30,2,open
P0007,P0034,56,2,open
P0007,P0035,98,2,open
P0007,P0036,57,3,open
P0007,P0037,89,5,open
P0007,P0038,4,1,open
P0007,P0039,42,1,open
P0007,P0040,38,6,open
P0007,P0041,48,7,open
P0007,P0042,19,4,open
P0007,P0043,68,7,open
P0007,P0044,73,3,open
P0007,P0045,22,3,open
P0007,P0046,11,10,open
P0007,P0047,49,10,open
P0007,P0048,88,4,open
P0007,P0049,64,10,open
P0007,P0050,19,4,open
P0007,P0051,60,5,open
P0007,P0052,59,5,open
P0007,P0053,86,1,open
P0007,P0054,60,5,open
P0007,P0055,87,9,open
P0007,P0056,21,2,open
P0007,P0057,57,6,open
P0007,P0058,76,5,open
P0007,P0059,82,7,open
P0007,P0060,89,5,open
P0007,P0061,59,5,open
P0007,P0062,26,7,open
P0007,P0063,62,2,open
P0007,P0064,31,7,open
P0007,P0065,74,6,open
P0007,P0066,74,5,open
P0007,P0067,90,5,open
P0007,P0068,3,7,open
P0007,P0069,36,1,open
P0007,P0070,73,1,open
P0007,P0071,78,8,open
P0007,P0072,37,4,open
P0007,P0073,78,6,open
P0007,P0074,29,4,open
P0007,P0075,80,5,open
P0007,P0076,87,3,open
P0007,P0077,81,2,open
P0007,P0078,81,1,open
P0007,P0079,40,8,open
P0007,P0080,5,10,open
P0007,P0081,47,3,open
P0007,P0082,12,5,open
P0007,P0083,42,7,open
P0007,P0084,23,4,open
P0007,P0085,17,9,open
P0007,P0086,47,9,open
P0007,P0087,65,5,open
P0007,P0088,22,5,open
P0007,P0089,62,5,open
P0007,P0090,96,6,open
P0007,P0091,15,8,open
P0007,P0092,10,3,open
P0007,P0093,97,4,open
P0007,P0094,87,7,open
P0007,P0095,72,6,open
P0007,P0096,12,7,open
P0007,P0097,2,5,open
P0007,P0098,69,2,open
P0007,P0099,59,6,open
P0007,P0100,87,5,open
P0008,P0009,75,7,open
P0008,P0010,82,6,open
P0008,P0011,14,4,open
P0008,P0012,61,1,open
P0008,P0013,80,9,open
P0008,P0014,42,10,open
P0008,P0015,29,2,open
P0008,P0016,82,8,open
P0008,P0017,90,5,open
P0008,P0018,84,7,open
P0008,P0019,15,3,open
P0008,P0020,6,1,open
P0008,P0021,39,8,open
P0008,P0022,15,2,open
P0008,P0023,31,9,open
P0008,P0024,18,7,open
P0008,P0025,59,6,open
P0008,P0026,86,9,open
P0008,P0027,54,10,open
P0008,P0028,96,3,open
P0008,P0029,54,2,open
P0008,P0030,63,10,open
P0008,P0031,53,5,open
P0008,P0032,5,6,open
P0008,P0033,28,8,open
P0008,P0034,57,4,open
P0008,P0035,47,2,open
P0008,P0036,88,6,open
P0008,P0037,70,6,open
P0008,P0038,8,7,open
P0008,P0039,36,4,open
P0008,P0040,16,8,open
P0008,P0041,12,4,open
P0008,P0042,83,10,open
P0008,P0043,3,1,open
P0008,P0044,43,4,open
P0008,P0045,17,10,open
P0008,P0046,27,2,open
P0008,P0047,98,9,open
P0008,P0048,27,10,open
P0008,P0049,28,4,open
P0008,P0050,43,3,open
P0008,P0051,77,1,open
P0008,P0052,36,3,open
P0008,P0053,17,9,open
P0008,P0054,33,3,open
P0008,P0055,15,1,open
P0008,P0056,17,1,open
P0008,P0057,46,4,open
P0008,P0058,76,6,open
P0008,P0059,3,3,open
P0008,P0060,34,1,open
P0008,P0061,17,7,open
P0008,P0062,68,2,open
P0008,P0063,96,2,open
P0008,P0064,61,8,open
P0008,P0065,100,6,open
P0008,P0066,66,10,open
P0008,P0067,14,8,open
P0008,P0068,65,4,open
P0008,P0069,79,1,open
P0008,P0070,94,9,open
P0008,P0071,39,8,open
P0008,P0072,83,1,open
P0008,P0073,8,8,open
P0008,P0074,52,7,open
P0008,P0075,88,2,open
P0008,P0076,63,8,open
P0008,P0077,10,2,open
P0008,P0078,42,10,open
P0008,P0079,19,2,open
P0008,P0080,17,5,open
P0008,P0081,80,10,open
P0008,P0082,71,6,open
P0008,P0083,49,10,open
P0008,P0084,68,5,open
P0008,P0085,59,9,open
P0008,P0086,78,7,open
P0008,P0087,13,2,open
P0008,P0088,84,9,open
P0008,P0089,93,4,open
P0008,P0090,56,8,open
P0008,P0091,30,7,open
P0008,P0092,44,8,open
P0008,P0093,52,7,open
P0008,P0094,94,2,open
P0008,P0095,41,7,open
P0008,P0096,41,5,open
P0008,P0097,48,3,open
P0008,P0098,88,8,open
P0008,P0099,9,2,open
P0008,P0100,11,2,open
P0009,P0010,56,2,open
P0009,P0011,96,6,open
P0009,P0012,17,9,open
P0009,P0013,8,10,open
P0009,P0014,72,9,open
P0009,P0015,43,2,open
P0009,P0016,53,6,open
P0009,P0017,86,7,open
P0009,P0018,93,1,open
P0009,P0019,37,10,open
P0009,P0020,40,6,open
P0009,P0021,14,10,open
P0009,P0022,65,4,open
P0009,P0023,20,8,open
P0009,P0024,29,2,open
P0009,P0025,45,9,open
P0009,P0026,48,2,open
P0009,P0027,98,5,open
P0009,P0028,74,4,open
P0009,P0029,55,9,open
P0009,P0030,99,10,open
P0009,P0031,79,9,open
P0009,P0032,4,10,open
P0009,P0033,85,5,open
P0009,P0034,4,3,open
P0009,P0035,35,5,open
P0009,P0036,44,6,open
P0009,P0037,1,3,open
P0009,P0038,19,10,open
P0009,P0039,85,7,open
P0009,P0040,9,3,open
P0009,P0041,95,1,open
P0009,P0042,12,9,open
P0009,P0043,28,7,open
P0009,P0044,54,8,open
P0009,P0045,44,3,open
P0009,P0046,48,5,open
P0009,P0047,93,6,open
P0009,P0048,100,10,open
P0009,P0049,77,2,open
P0009,P0050,7,3,open
P0009,P0051,21,10,open
P0009,P0052,7,2,open
P0009,P0053,35,8,open
P0009,P0054,85,7,open
P0009,P0055,63,10,open
P0009,P0056,57,7,open
P0009,P0057,35,4,open
P0009,P0058,97,9,open
P0009,P0059,15,6,open
P0009,P0060,56,2,open
P0009,P0061,37,10,open
P0009,P0062,63,9,open
P0009,P0063,86,5,open
P0009,P0064,6,4,open
P0009,P0065,51,10,open
P0009,P0066,8,1,open
P0009,P0067,27,5,open
P0009,P0068,28,3,open
P0009,P0069,98,5,open
P0009,P0070,38,6,open
P0009,P0071,16,1,open
P0009,P0072,64,7,open
P0009,P0073,23,3,open
P0009,P0074,49,9,open
P0009,P0075,91,4,open
P0009,P0076,65,9,open
P0009,P0077,86,6,open
P0009,P0078,10,7,open
P0009,P0079,95,1,open
P0009,P0080,56,1,open
P0009,P0081,59,2,open
P0009,P0082,41,10,open
P0009,P0083,55,10,open
P0009,P0084,52,7,open
P0009,P0085,38,2,open
P0009,P0086,52,1,open
P0009,P0087,42,3,open
P0009,P0088,80,8,open
P0009,P0089,89,6,open
P0009,P0090,12,7,open
P0009,P0091,14,4,open
P0009,P0092,56,10,open
P0009,P0093,52,9,open
P0009,P0094,11,7,open
P0009,P0095,40,6,open
P0009,P0096,29,6,open
P0009,P0097,100,3,open
P0009,P0098,10,9,open
P0009,P0099,82,2,open
P0009,P0100,68,9,open
P0010,P0011,25,6,open
P0010,P0012,45,3,open
P0010,P0013,31,2,open
P0010,P0014,19,5,open
P0010,P0015,26,3,open
P0010,P0016,78,3,open
P0010,P0017,98,2,open
P0010,P0018,23,8,open
P0010,P0019,60,10,open
P0010,P0020,98,10,open
P0010,P0021,58,10,open
P0010,P0022,83,10,open
P0010,P0023,42,6,open
P0010,P0024,20,8,open
P0010,P0025,9,8,open
P0010,P0026,57,5,open
P0010,P0027,36,10,open
P0010,P0028,8,6,open
P0010,P0029,65,2,open
P0010,P0030,40,8,open
P0010,P0031,58,1,open
P0010,P0032,8,6,open
P0010,P0033,37,2,open
P0010,P0034,83,2,open
P0010,P0035,79,10,open
P0010,P0036,65,7,open
P0010,P0037,60,10,open
P0010,P0038,71,1,open
P0010,P0039,58,10,open
P0010,P0040,84,4,open
P0010,P0041,42,10,open
P0010,P0042,61,9,open
P0010,P0043,20,1,open
P0010,P0044,58,2,open
P0010,P0045,44,2,open
P0010,P0046,65,3,open
P0010,P0047,6,4,open
P0010,P0048,91,8,open
P0010,P0049,57,9,open
P0010,P0050,67,10,open
P0010,P0051,21,6,open
P0010,P0052,48,5,open
P0010,P0053,50,7,open
P0010,P0054,100,6,open
P0010,P0055,87,10,open
P0010,P0056,7,6,open
P0010,P0057,9,6,open
P0010,P0058,13,9,open
P0010,P0059,87,7,open
P0010,P0060,37,5,open
P0010,P0061,93,10,open
P0010,P0062,20,6,open
P0010,P0063,11,10,open
P0010,P0064,85,3,open
P0010,P0065,45,5,open
P0010,P0066,84,7,open
P0010,P0067,17,10,open
P0010,P0068,91,2,open
P0010,P0069,40,9,open
P0010,P0070,49,6,open
P0010,P0071,17,9,open
P0010,P0072,12,7,open
P0010,P0073,66,6,open
P0010,P0074,3,6,open
P0010,P0075,40,3,open
P0010,P0076,28,6,open
P0010,P0077,99,8,open
P0010,P0078,25,4,open
P0010,P0079,18,3,open
P0010,P0080,10,5,open
P0010,P0081,13,9,open
P0010,P0082,99,9,open
P0010,P0083,95,9,open
P0010,P0084,5,6,open
P0010,P0085,99,10,open
P0010,P0086,17,10,open
P0010,P0087,49,3,open
P0010,P0088,21,3,open
P0010,P0089,89,10,open
P0010,P0090,22,8,open
P0010,P0091,6,7,open
P0010,P0092,47,4,open
P0010,P0093,57,10,open
P0010,P0094,37,8,open
P0010,P0095,30,9,open
P0010,P0096,31,5,open
P0010,P0097,61,4,open
P0010,P0098,48,10,open
P0010,P0099,57,8,open
P0010,P0100,99,5,open
P0011,P0012,100,7,open
P0011,P0013,65,9,open
P0011,P0014,54,3,open
P0011,P0015,26,10,open
P0011,P0016,18,5,open
P0011,P0017,7,8,open
P0011,P0018,48,9,open
P0011,P0019,14,9,open
P0011,P0020,16,5,open
P0011,P0021,11,3,open
P0011,P0022,35,8,open
P0011,P0023,66,3,open
P0011,P0024,56,2,open
P0011,P0025,29,8,open
P0011,P0026,45,1,open
P0011,P0027,54,1,open
P0011,P0028,51,9,open
P0011,P0029,48,4,open
P0011,P0030,50,2,open
P0011,P0031,48,4,open
P0011,P0032,4,6,open
P0011,P0033,13,6,open
P0011,P0034,19,3,open
P0011,P0035,5,5,open
P0011,P0036,61,3,open
P0011,P0037,98,8,open
P0011,P0038,58,10,open
P0011,P0039,1,2,open
P0011,P0040,3,5,open
P0011,P0041,28,3,open
P0011,P0042,71,10,open
P0011,P0043,68,7,open
P0011,P0044,15,5,open
P0011,P0045,31,5,open
P0011,P0046,16,1,open
P0011,P0047,31,7,open
P0011,P0048,82,10,open
P0011,P0049,59,2,open
P0011,P0050,15,8,open
P0011,P0051,77,9,open
P0011,P0052,3,9,open
P0011,P0053,74,4,open
P0011,P0054,92,3,open
P0011,P0055,38,7,open
P0011,P0056,1,10,open
P0011,P0057,46,4,open
P0011,P0058,74,7,open
P0011,P0059,24,2,open
P0011,P0060,68,6,open
P0011,P0061,9,9,open
P0011,P0062,70,9,open
P0011,P0063,65,9,open
